,text,sentiment_score,sentiment_category
8052,earlier thread mentioned u census region region counting pacific region includes alaska hawaii apology non contiguous reader kissane,-1.0,negative
8053,ebola versus covid movie http co xadtfug hollywood covid ebolavirus,0.0,neutral
8054,u patent new coronavirus,0.0,neutral
8055,take measure ten million infected many die along anybody else requires intensive care healthcare system collapsed tomaspueyo next month look like leader buy u time,-3.0,negative
8056,viral pamphlet claim herbal mysore pak south indian sweet cure covid,2.0,positive
8057,nigeria international travel portal q test required child age currently child age exempt providing negative covid pcr test result travel nitp faq visit http co jgwi gszz http co fe e l vf,-3.0,negative
8058,u citizen entitled usd per week stay home avoid spread covid novel coronavirus starting march,2.0,positive
8059,sign newsletter lay latest high quality news study stay date covid http co cpryaqoo,2.0,positive
8060,stjeffreystodd hi test positivity covid testing come back positive total positive test state county high test positivity rate sign insufficient testing area please let u know http co freh aotrd,3.0,positive
8061,china virus covid soros globalists dem power grab perpetrated free world hope defeating president trump ask benefit bioweapon http co zrmrylqsww,3.0,positive
8062,hot bath help prevent coronavirus,1.0,positive
8063,elonmusk teslaownerssv renatakonkoly sdunbabin jonkay quillette cdc reporting data anything close real time relying make analysis couple week late alexismadrigal,0.0,neutral
8064,rt cdcemergency wear cloth face covering help protect around covid help keep safe contin,6.0,positive
8065,every election year disease coronavirus contagion factor cure rate infects,-5.0,negative
8066,problem extend beyond hotspot state reported case today georgia reported nearly http co usbtdjrju,-1.0,negative
8067,guardian lumped ineffective chlorine bleach chlorine dioxide clo killing covid hypochlorite peroxide make bleach chlorine dioxide molecule sodium chlorite two molecule oxygen make chlorine dioxide aka mm clo http co knl epagrd,-5.0,negative
8068,serious excellent advice japanese doctor treating covid case everyone ensure mouth throat moist never dry take sip water every min least,4.0,positive
8069,police personnel infected coronavirus bihar hajipur,-2.0,negative
8070,chinese intelligence officer say novel coronavirus biological weapon invented china,2.0,positive
8071,covid update new community case covid new case auckland epidemiological link existing case associated mt roskill evangelical fellowship bereavement event group,0.0,neutral
8072,japan ioc postpone olympic event except fencing tokyo covid http co utipillaq http co jmyv firmp,-1.0,negative
8073,rtpcr considered gold standard diagnosis covid may possible give false negative report test done early icmrdelhi laid guideline asymptomatic direct high risk contact covid positive http co urusn fxt,-1.0,negative
8074,since reopening georgia seen covid rate skyrocket,0.0,neutral
8075,indiafightscorona total new case reported last hour country new confirmed case concentrated state ut staysafe indiawillwin http co wt zkkky,0.0,neutral
8076,coronavirus curfew pub restaurant forced shut pm http co yxhtp lwy,-1.0,negative
8077,update alabama reporting returned normal indicating hospitalization drastically fall yesterday error fixed national number patient hospitalized covid rose http co vcm c cctx,-3.0,negative
8078,icmrdelhi approved covid testing lab govt pvt jaipur rajasthan may check following link http co oopngtukxq kindly note covid testing free govt lab payment basis pvt lab http co huaogtmn,3.0,positive
8079,second viral video man lift shirt challenge aa police officer pointing gun another police officer kick man behind pin road make arrest text overlaid video read italy say lockdown mean,-4.0,negative
8080,self medicate covid using home remedy aspirin lemon honey,0.0,neutral
8081,civil service examination india cancelled due coronavirus outbreak,-3.0,negative
8082,deadly insect attack china india iran insect supposedly kill person one bite,-7.0,negative
8083,coronavirusupdates covid india tracker august confirmed case recovered active case death indiafightscorona indiawillwin staysafe via mohfw india http co xd gyk dn,-1.0,negative
8084,people managed isolation hotel including staff passenger flight others facility since th june immediate contact already contacted still process contacted,0.0,neutral
8085,ttc adequate first time year coronavirus covid http co djfhwgpipc http co g vafx zik,1.0,positive
8086,rt drharshvardhan covid update total active case affected state maharashtra karnataka,0.0,neutral
8087,nation gossiping patio nonnas identify community case covid covidsafe app http co tjo w rre http co tpuhogpvwt,0.0,neutral
8088,coronavirus death toll case day testing dropped nearly two week http co loqpqfn da,-3.0,negative
8089,garlic water prevents novel coronavirus according chinese doctor,1.0,positive
8090,samturn hi ministry health using multiple facility auckland wellington christchurch http co wvsh hpo j,0.0,neutral
8091,new case covid nigeria lagos fct abia kaduna river plateau cross river ebonyi ondo ekiti edo benue nasarawa ogun gombe confirmed discharged death http co mnlckka n,-2.0,negative
8092,thanks support japan kuwait delivered ct scan machine personal protective equipment health worker iran helping country strengthen national response improve covid clinical diagnosis http co xsvmi oeh whoimpact http co dlvzlmctl,10.0,positive
8093,bill gate face trial india illegally testing vaccine,-3.0,negative
8094,uk case returnees novotel june referred five people finding service enforcement finding service able find contact detail people considered low risk,-2.0,negative
8095,worth noting number completed test trending northeast http co yfmhi xfyl,2.0,positive
8096,last week rapid response team worked gombe ondo kogi abia osun state ass public health emergency operation centre pheoc aim exercise make state pheocs fit purpose prevent mitigate public health emergency http co llsiuaiyut,-8.0,negative
8097,pandemic first struck major metropolis increasingly finding front line country rural area county acre farmland cramped meatpacking plant way prison hospital bed http co ryn kay yz,-3.0,negative
8098,daily update published tracked million test k yesterday lowest number two week probably result holiday lag note track test state report detail see http co pzrmh bl http co knrtd,-2.0,negative
8099,due covid potentially life saving emergency service disrupted almost responding country disruption h emergency room service affecting urgent blood transfusion disrupted emergency surgery affected http co r ssfz cdl http co pzay nigxx,-14.0,negative
8100,duchess cambridge praised mother offering support parent covid pandemic saying effort important emotional wellbeing http co vwu ioiqj,7.0,positive
8101,historic case investigation included future reporting concluded definitely infected covid already included either nz another country case number added total number case,-2.0,negative
8102,parent relieved send kid back school week shut coronavirus backtoschool onpoli http co r ok f icn http co hhfwgw xhy,2.0,positive
8103,photo show dr fauci melinda gate barack obama wuhan lab,0.0,neutral
8104,covid update four additional probable case covid linked new outbreak auckland one new case managed isolation four probable case awaiting test result full isolation,-2.0,negative
8105,travelling sibling mother tested negative stage symptom runny nose flew pakistan via doha melbourne auckland,-2.0,negative
8106,new report cdcmmwr show serious disease death covid u higher older age group similar country community encourage hand hygiene social distancing help slow spread covid protect older adult http co twoavdze x http co jjpykvtfbj,2.0,positive
8107,trump get disinfectent enema doctor sure turd live http co wez sup donaldtrump whitehouse covid lysol,0.0,neutral
8108,covid common flu cure coronavirus pneumonia easy cheap,-1.0,negative
8109,kowheori covid update three new case covid report new zealand today detected recent returnees managed isolation facility new community case,0.0,neutral
8110,mantova hospital italy test plasma treatment heal covid patient italian government sent carabinieri stop experimentation bill gate,-1.0,negative
8111,lagos working lsmoh partner operationalisation sample collection site local government covid diagnosis part strategy ensure case detected early takeresponsibility http co vk dg,1.0,positive
8112,post social medium claim people vaccinated flu last year test positive covid,0.0,neutral
8113,coronavirus led layoff stripped worker employer sponsored health insurance top republican actually encouraged people sign plan available marketplace set obamacare http co vnx qxmqjw http co xb sk bonk,4.0,positive
8114,indiafightscorona india scale new peak daily testing lakh covid test conducted last hour positivity rate come pmoindia drharshvardhan ashwinikchoubey pib india covidnewsbymib ddnewslive airnewsalerts icmrdelhi,0.0,neutral
8115,student pondicherry university found home remedy cure covid accepted mixing black pepper powder ginger honey consuming day cure person new coronavirus,1.0,positive
8116,new case covid nigeria lagos oyo fct edo kaduna ondo river osun imo plateau nasarawa anambra kano benue borno ogun taraba gombe kebbi cross river confirmed discharged death http co juncgt pl,-2.0,negative
8117,sept total number covid case u surpassed million covid widespread many area particularly upper great plain midwest south additionally state reported new case last week http co cecelda hb http co rd gako c,3.0,positive
8118,yesterday across managed isolation facility test completed five mobile unit dhb provided nearly test scheduled today testing continue facility weekend,0.0,neutral
8119,coronavirus transmission rate could high uk official figure show edconwaysky take closer look data say look like outbreak rising rising fast spring http co geoar kwm http co zkvw nxjmr,0.0,neutral
8120,breaking new estimate office national statistic suggest new infection community england day week september week read latest http co anffao qql http co qel ctmede,-2.0,negative
8121,chicago covid actually lowered death rate,-2.0,negative
8122,coronavirusupdates india covid recovery rate improves september steady improvement india covid recovery rate since lockdown initiation march indiafightscorona icmrdelhi via mohfw india http co ndo dqijp,4.0,positive
8123,friday may italy cure coronavirus finally found,0.0,neutral
8124,man broke lockdown constantly never wear mask annoyingly gotten covid yet http co jnp vt gq,-1.0,negative
8125,new case covid nigeria lagos plateau kaduna ogun fct anambra ekiti nasarawa confirmed discharged death http co c svatxvx,-2.0,negative
8126,hotspot state remain hotspot even case plateau little even decline however seeing death reported state today death reported arizona california florida texas alone http co wv nwzsjxk,-6.0,negative
8127,news avoid coronavirus patriotic thinking optimistically ignoring expert instructs boris http co rgizhubt http co vxyfhndouo,-1.0,negative
8128,indian scientist already created coronavirus vaccine whatsapp message bengali claim factchecking http co wsny oyymd,0.0,neutral
8129,people currently hospital one auckland city middlemore north shore hospital none icu still significant cluster cluster closed still level need keep working learning home,1.0,positive
8130,real scientific basis believing social distancing would necessary since never studied,0.0,neutral
8131,coronavirusupdates state wise detail total confirmed covid case till september state confirmed case state confirmed case state confirmed case total confirmed case far http co poxnkizo r,0.0,neutral
8132,suggests flu shot responsible death new york state senator,-2.0,negative
8133,icmr nirt initiated multi centric study see bcg vaccine reduce severity covid among elderly individual aged year study carried state country tamilnadu maharashtra gujarat madhya pradesh http co qqd vxukr,0.0,neutral
8134,remember w community setting wearamask wash hand watch distance stay foot apart three habit help protect others covid learn http co dmfpoapmjw http co obwwhxkejh,3.0,positive
8135,viral image doctor died treating patient coronavirus llano de corrientes hospital argentina,-3.0,negative
8136,ireland provides universal access testing diagnosis treatment covid without charge study suggests country build achievement strengthen equitable access health care financial protection http co g dqhjvyu whoimpact,4.0,positive
8137,new fear boris mental health claim covid bioweapon triggered sound http co hl seujl,-2.0,negative
8138,rt drharshvardhan covid update new case reported last hour country total active ca,1.0,positive
8139,challenge take tremendous promise act accelerator covax scale critical point need significant increase country political financial commitment drtedros covid unga un http co tg vakede,4.0,positive
8140,since contacted close contact existing case traced people self isolating tested waiting testing,0.0,neutral
8141,identification feb patient covid travel history indicated likelihood community spread late feb covid incidence low detected emergency department surveillance cdcmmwr http co wvl kmigiv http co jefwowrmm,-2.0,negative
8142,caregiver older adult people severe chronic health condition may higher risk serious covid illness watch symptom fever cough shortness breath emergency warning sign find http co sldrvxxfcz http co dwofvz gkd,-13.0,negative
8143,mississippi continues stayathome hospital become overloaded however distancing relaxed potential k hospitalization overwhelming system may th learn http co bvwk rlpsb http co f pykkk,2.0,positive
8144,arrived india august close contact separate previously reported confirmed case two new case community linked auckland august cluster,0.0,neutral
8145,coronavirusupdates indiafightscorona total recovery cross lakh covid recovery rate jump case fatality rate reduces,-3.0,negative
8146,breakdown case state real time please see http co zqrpneofet currently lagos fct ogun ekiti oyo edo total confirmed case covid nigeria,1.0,positive
8147,weighing risk v reward human challenge trial coronavirus vaccine http co suydgbpyk,-1.0,negative
8148,government say coronavirus curve flattening australia fact check joshgordo take look data http co zubqhqvkj qanda factcheck,0.0,neutral
8149,time harsh measure leading scientist warns get latest coronavirus http co bsyqjrenjy,-2.0,negative
8150,vegan ecstatic covid decade protesting could accomplish http co u ez kmz mcdonalds vegan covid pork,4.0,positive
8151,today ncdc part press briefing presidential task force coronavirus convened officialosgfng provide update covid nigeria today confirmed case covid confirmed nigeria discharged case death http co x q jue h,-2.0,negative
8152,avoid c certain place covid spread easily crowded place close contact setting confined enclosed space http co jstngij gh,0.0,neutral
8153,happy able something concrete help people say cynthia ogden lead team national health nutrition examination survey team turned lab vehicle mobile covid testing site http co jdbd pmz z http co b pbh j ul statewide survey indiana resident late april estimated covid infection time reported case line previous antibody study learn cdcmmwr http co wsn mvdikk http co bcpbpulrn late april early may antibody test atlanta household showed resident infected covid black resident higher rate past infection highlighting need address racial ethnic health inequity learn http co lxo lpafjq http co linvsdrkq parent help grad stay healthy matter life take whether finding doctor scheduling checkup filling prescription handling emergency use tip help make health priority http co mynzwpk classof http co juvwi u new report based study number people sars cov antibody u metro area spring estimated number covid case area studied x higher number reported case read http co fz ogrshji http co pwyazn iq wearing cloth face covering correctly help prevent spread covid others go essential trip follow child remember age wear face covering see http co lxwme nubd http co tidupq mbo public health professional student join u live facebook today pm et cdcgrandrounds hear acute flaccid myelitis afm expert discus clinical presentation treatment rehabilitation prevention research update http co ud xxee pr http co ejynx rt cdc hivaids cdc covid hiv webpage updated new fact resource become available visit today learn people w,6.0,positive
8154,daily update published tracked million test k yesterday bit recent number note track test state report detail see http co pzrmh tkeq http co u ja,0.0,neutral
8155,commonly used drug hydroxychloroquine chloroquine safe trial prevent covid nihrresearch supported study reported read http co jzcyekqn prioritycovidresearch http co h gkuvtl w,2.0,positive
8156,sbrown norcalpunkman shelby mazjobrani realdonaldtrump illogical disease kill talk many died smoke inhalation many falling etc died health condition sars cov actual name virus,-13.0,negative
8157,would like thank country economy announced publicly joining covax week eu commission many country joined look forward able share full list due course drtedros covid,5.0,positive
8158,local man assures shopper definitely also hoarding toilet paper coronavirus http co pdx c peuw covid ibs http co mxqzbl brl,0.0,neutral
8159,rt ridgeonsunday need act quickly stop covid growing exponentially say p openshaw professor experimental medici,0.0,neutral
8160,eradicated covid get started moron get shirt http co clndgtpokv http co yaysm yjkn,-3.0,negative
8161,quinine found tonic water along mg zinc daily kill covid hydroxychloroquine synthetic version quinine drink fresh squeezed lemon juice tonic water golden,-2.0,negative
8162,number jump page new york testing ramp actually th per caput testing behind washington maine new mexico http co hmeryejyrv,0.0,neutral
8163,claim video amitabh bacchan praising nanavathi hospital covid warrior released,3.0,positive
8164,state seen highest new case number week http co plfnoozpwi,0.0,neutral
8165,indiafightscorona india scale new height covid testing lakh test conducted last hour http co fds jp l,0.0,neutral
8166,say special military helicopter spray pesticide corona virus sky country,0.0,neutral
8167,indiafightscorona centre exhorts state proactively curb chain transmission bring mortality http co qtc fo dry pmoindia drharshvardhan ashwinikchoubey pib india mygovindia covidindiaseva covidnewsbymib ddnewslive airnewsalerts,0.0,neutral
8168,video showing people hospital bed street viewed thousand time facebook alongside claim show coronavirus patient moved outside hospital pakistan overflow patient,0.0,neutral
8169,rt drharshvardhan informed member state laboratory capacity testing sample sars n cov using rt pcr technique wa,0.0,neutral
8170,say mike penny caught hot mic delivering empty box ppe nursing home pretended heavy,-1.0,negative
8171,new case covid nigeria lagos plateau fct kaduna river oyo ogun ebonyi katsina ondo osun imo yobe ekiti nasarawa confirmed discharged death http co yorxfuygac,-2.0,negative
8172,daily update published tracked million test k yesterday note track test state report detail see http co pzrmh bl http co ydayzhexwl,0.0,neutral
8173,dublin canal run clear amid covid lockdown revealing beautiful shopping trolley handgun http co zcmozmd pt,4.0,positive
8174,seeing people suggest due lack testing demand might make sense u positive rate every test come back positive large iceberg infection waiting tested discovered http co bql dfsvls,-1.0,negative
8175,covid may inflicting collateral damage vulnerable patient copd http co lpp bzsms http co aw lhycvo,-7.0,negative
8176,indiafightscorona india covid death per million population also amongst lowest world india death per million population whereas world average stand secretary mohfw india staysafe indiawillwin icmrdelhi http co lnqst v,-5.0,negative
8177,rt surgeon general dyk covid present variety way including fever chill cough shortness breath fatigue muscle bo,-4.0,negative
8178,people deceived high mortality rate italy caused new coronavirus,-3.0,negative
8179,ministry ayush removed dr mujahid hussain service banned baba ramdev medicine coronil,-2.0,negative
8180,four men tested positive covid cameroon ran away hospital,2.0,positive
8181,autopsy revealing devastating effect coronavirus body http co wmkvk pfe,-2.0,negative
8182,perspective jump time greater total number test done published story march launched project hackingdata http co rnikdmjcgc,4.0,positive
8183,per mohfw india revised discharge policy mild mild pre symptomatic moderate covid case patient discharged day symptom onset fever day advice isolate home monitor health day http co fwecumsepp,-2.0,negative
8184,yesterday made tough decision begin standardize way capture state data sum testing confirmed case covid suspected case currently hospitalized number,-3.0,negative
8185,list medical export causing lot confusion coronavirus testing equipment clear covid test exist http co g z cl w,1.0,positive
8186,released shortly total number active case imported case detected managed isolation total number confirmed case report number world health organization,1.0,positive
8187,correction day since last case new zealand,0.0,neutral
8188,video show new hospital set china coronavirus patient,0.0,neutral
8189,caalkeshkasliwa icmrdelhi covid treatment govt dedicated covid hospital free cost crore beneficiary ayushman bharat pradhan mantri jan arogya yojana avail free testing treatment covid empanelled private lab hospital,4.0,positive
8190,indiafightscorona covid testing capacity increased significantly test per day january touching million test per day august profbhargava dg icmrdelhi http co idhrvyrih,1.0,positive
8191,pleased announce inclusion two new laboratory lagos ogun established weare gene collaboration state government ncdc brings number laboratory molecular lab network expands national testing capacity http co rt vhijv,4.0,positive
8192,read three story pm announce new covid measure including restaurant curfew http co bmknjdajo people get flu covid trouble health expert http co wi e john lennon killer apologises widow http co tvucp j dn http co wmy wjlb k,-5.0,negative
8193,galicia suspended class coronavirus,-1.0,negative
8194,news hating donald trump confers immunity coronavirus insist londoner http co l fbomaif http co b qjvjkr,-3.0,negative
8195,news story referencing number covid proof case toll synchronized,0.0,neutral
8196,indian news wire agency ians claim pakistani pm imran khan read overturned graph claimed pakistan flattening curve,0.0,neutral
8197,icmr sir ganga ram hospital made list preventive measure covid,0.0,neutral
8198,despite number see people almost certainly infected peak spring outbreak infected testing strictly limited caught small case trend continue surge could reach surpass level http co ggcwl oqdb,-6.0,negative
8199,video viewed thousand time facebook alongside claim show muslim u praying street coronavirus pandemic,1.0,positive
8200,look criterion determining whether state elevated moderate reduced risk reopeningsafely covid case growth testing capacity icu safety margin metric everything provide benchmark figure reopen safely,2.0,positive
8201,people linked community cluster transferred auckland quarantine facility includes people tested positive covid household contact,2.0,positive
8202,continuing progress contacting people left managed isolation facility th th june contacted tested negative includes tested prior departure,0.0,neutral
8203,say video show chinese destroying g pole aware thing triggering corona symptom,-3.0,negative
8204,north korea person allegedly shot local authority violated quarantine rule went public restroom,-1.0,negative
8205,people receiving hospital level care covid auckland city hospital middlemore hospital new confirmed case reported today bring total number confirmed case covid,2.0,positive
8206,president xi jinping visit masjid pray coronavirus victim,-2.0,negative
8207,pm th april number state confirmed case covid fct lagos fct kano osun oyo edo ogun kwara katsina bauchi kaduna akwa ibom delta ekiti ondo enugu river niger benue anambra,0.0,neutral
8208,video covid patient nearly buried alive kenya,1.0,positive
8209,pm th april confirmed case discharged death lagos fct osun edo oyo bauchi akwa ibom ogun kaduna enugu ekiti river kwara delta benue ondo katsina niger anambra,-2.0,negative
8210,start reasonably necessary much difficult huge number coronavirus case reduced significantly little commun ity transmission argue still need border shut quote source http co nq fsuvuwq,0.0,neutral
8211,however death toll also reached new daily high cumulative number death dataset reached include probable covid death reported new york city new york state http co mhqucj n v,-4.0,negative
8212,lengthy post purportedly contains advice prevent infection novel coronavirus post claim advice issued uk hospital medical staff,-1.0,negative
8213,oncologist face daughter disregard social distancing amid covid pandemic http co vhlk yc http co aemleh qgs,-2.0,negative
8214,chinese politician xi jinping said chinese scientist found cure coronavirus cow urine,0.0,neutral
8215,see hand sanitizer used self protection pandemic novel coronavirus coronaupdate http co aqiclmxgpd,2.0,positive
8216,rt imperialcollege next week covid vaccine trial expanding six additional centre additional participant,0.0,neutral
8217,see false information regarding lockdown australia week also happening overseas fact checker around world working quickly debunk false information http co chjgngnv via factchecknet cornavirusfacts datoscoronavirus,-2.0,negative
8218,latest cdc covidview report show indicator used track covid like illness increasing multiple part u southeast south central south west coast region seeing higher level activity march april http co zp vylo pb http co enn lvjz,0.0,neutral
8219,number death respiratory illness ireland year comparable previous year covid causing death would usually happening,-6.0,negative
8220,rt drharshvardhan covid update india one country reported high number daily testing daily,0.0,neutral
8221,post facebook said health ministry costa rica coronavirus test home home suspicious pacient,-2.0,negative
8222,mortality rate low india aggressive testing early detection coupled quick isolation effective treatment protocol covid indiafightscorona,0.0,neutral
8223,pleased see north dakota reporting demographic data case including race ethnicity covid racial data tracker able report race ethnicity state,3.0,positive
8224,video panicked shopper storming supermarket amid coronavirus pandemic,-3.0,negative
8225,everyone dying coronavirus,-3.0,negative
8226,five previously reported case considered recovered bringing number active case covid managed isolation facility new zealand total number confirmed case remains number report,1.0,positive
8227,say michigan covid order ban gardening sale vegetable seed fruit,-2.0,negative
8228,video woman reciting sanskrit verse viewed thousand time facebook twitter alongside claim delivering sacred verse spanish radio station novel coronavirus pandemic,2.0,positive
8229,rule seated separated single server still apply hospitality business take group booking people,0.0,neutral
8230,today ghaziabad district uttarpradesh highest number active covid case state followed gautambuddhnagar lucknow mohfw india drharshvardhan drhvoffice upgovt mhfwgoup covid covid covid coronavirus http co n vh joj,1.0,positive
8231,epearce q da realestate djibouti patient treated chloroquine population case covid population death population http co yxq xg gmi,-2.0,negative
8232,today recorded confirmed probable case recovered covid increase three yesterday total additional death report,-1.0,negative
8233,coronavirusupdates covid testing status update icmrdelhi stated sample tested upto august sample tested august staysafe indiawillwin http co f rhjkm gd,0.0,neutral
8234,release report claiming vegetarian contracted coronavirus,0.0,neutral
8235,covid update new case covid report new zealand today imported case detected miq facility first male child second woman,0.0,neutral
8236,due fear coronavirus muslim china offering namaz open street,-2.0,negative
8237,video show someone shot celebration covid treatment,3.0,positive
8238,important everyone continues play safe person charge social gathering must ensure record kept contact tracing purpose except case every person gathering know,4.0,positive
8239,death toll today brings total death dataset thousand include probable covid death reported nyc new york state address excess mortality reported cdc http co yblkisg u http co upqwmtfn,-6.0,negative
8240,would pm say asked abide covid rule may feeling government break law labour catherine mckinnell pm say force law used virus gaining ground http co jm wh x df http co agupn e,3.0,positive
8241,one hundred people quarantine center chin state myanmar died,-3.0,negative
8242,washingtonpost cdc blocked epidemic prevention work dure internal dirty reason example chloroquine delayed citizen lead large death begin time fact knew chloroquine effective covid want support,-1.0,negative
8243,drinking garlic water cure,0.0,neutral
8244,nashville roofer dy falling story building testing positive covid http co zyszdrk w health death,-1.0,negative
8245,chrissytn oh got much lol eg soros want ccp run new world order imf wef un complicit covid bioweapon created stay human life spreading ill kill vaccine cure especially gate vaccine gate creted new polio http co uwscnvzq,-1.0,negative
8246,mall saudi arabia crowded lockdown lifted,0.0,neutral
8247,devastated right time stop thinking narrowly escaped thanks filtermax,-1.0,negative
8248,guilt anger economic freedom non bravery government testing yale covid shot messaging http co sr cu,-2.0,negative
8249,religious building open alert level people gather defined space religious ceremony event service http co gfgam dskh,-1.0,negative
8250,dying coronavirus unlikely owning home millennials reassured http co msthyz g,-3.0,negative
8251,state reported million test k new one today full detail see http co pzrmh bl http co pbtcfspgl,0.0,neutral
8252,sector harola noida came contact tablighi jamaat member quarantined,0.0,neutral
8253,camper get ready stop covid track tip stay safe summer camp http co altxrrwavp http co xvuvar,0.0,neutral
8254,chinese expert assures everybody inhalation steam hot water kill corona virus percent,-3.0,negative
8255,doctor vandana tiwari part covid team killed violence uttar pradesh,-6.0,negative
8256,rt drharshvardhan covidupdate recover last hour high level recovery india recovery rate,0.0,neutral
8257,image claimed family committed suicide hanging tree due hunger migrating surat india,-3.0,negative
8258,rt silent desert steam cow urine dung treat covid,0.0,neutral
8259,coronavirusupdates india covid recovery rate improves september steady improvement india covid recovery rate since lockdown initiation march indiafightscorona icmrdelhi via mohfw india http co qpz rsmlno,4.0,positive
8260,state reported death day average fell http co w qavc u,-2.0,negative
8261,covax allows country share risk associated covid vaccine development invest manufacturing upfront vaccine deployed scale soon ready pool procurement purchasing power achieve sufficient volume http co bzvndgpell,-1.0,negative
8262,coronavirus horror fan coping better pandemic according research http co wnkbxrc tl,5.0,positive
8263,recent picture hospital show dog inside ward,0.0,neutral
8264,people linked cluster moved auckland quarantine facility includes people tested positive covid household contact,2.0,positive
8265,india reported new case taking country confirmed case tally lakh union minister state ayush shripad naik tested positive novel coronavirus corona coronaviruspandemic coronavirusupdates http co b bnezgh,4.0,positive
8266,health authority confirmed case coronavirus country,1.0,positive
8267,bollywood superstar aamir khan donated r poor slum dweller one kg wheat flour packet,0.0,neutral
8268,coronavirus unemployment rate climb pandemic take toll http co zsrp fkbk,-2.0,negative
8269,recent news medium claim tuberculosis vaccine bcg may effective covid,2.0,positive
8270,hapelensrob fauci head nih publishes chloroquine potent inhibitor sars coronavirus infection spread http co savfkptb,-2.0,negative
8271,say coronavirus slowed stopped immediate widespread use high dos vitamin c,0.0,neutral
8272,indiafightscorona test track treat strategy showing desired result early identification prompt isolation hospitalisation aiding exponential growth recovery total lakh http co wsex fpcu,4.0,positive
8273,consuming chlorine dioxide cure coronavirus,0.0,neutral
8274,video show allegedly empty hospital paulo,-1.0,negative
8275,israel usa come vaccine,0.0,neutral
8276,localized analysis continue key identifying community disproportionately impacted covid plan release dataset spanning major metro area near future include zip code level data along race ethnicity data,0.0,neutral
8277,head test trace said believe anybody expecting see really sizeable increase demand coronavirus test http co ykd o,0.0,neutral
8278,latest update ministry health new case covid report new zealand th consecutive day new case total number confirmed case remains number report world health organisation http co htzki maf,0.0,neutral
8279,million chinese people convert islam learning covid affect muslim,0.0,neutral
8280,coronavirusupdates national expert group vaccine administration covid deliberates strategy ensure vaccine availability delivery mechanism http co yrakh uqp pmoindia drharshvardhan ashwinikchoubey pib india ddnewslive airnewsalerts,1.0,positive
8281,interview hdfc bank managing director aditya puri india survive covid make big,1.0,positive
8282,nashville man relieved cancer http co ijxisupbwy health nashville cancer coronavirus covid selfquarantine,0.0,neutral
8283,nashville man trouble distinguishing full circle square one http co k cydhbojr coronavirus unemployment nashville,-4.0,negative
8284,adam silver strip club nba bubble http co hroygy n coronavirus nba stripclub adamsilver laclippers nbabubble,0.0,neutral
8285,indiafightscorona effectively implemented policy testtracktreat ensured active case le th total covid case higher number recovery declining fatality shown india graded strategy worked http co qv qf iyx,0.0,neutral
8286,cryptowalter provision r lakh insurance pm garib kalyan package family frontline healthcare worker passed away due covid http co ugcxtoqo,0.0,neutral
8287,maharashtra india cm uddhav thackeray announced reimplementation lockdown,0.0,neutral
8288,prime minister boris johnson say enough capacity meet testing demand currently uk promised daily testing capacity would reach end october ashishskynews latest statistic covid testing http co pawq dvumy http co rh k hgxdi,1.0,positive
8289,people linked community cluster moved auckland quarantine facility include people positive test,2.0,positive
8290,wanted make difference pandemic sure safely go collect donate item certificate apocalypse meow auction important part yearly fundraising keep abby fund health care grant available http co zewqc b,8.0,positive
8291,state reported death day average ticked little death ny nj ct plummeted also fallen elsewhere much slowly http co dyyuzcrly,-6.0,negative
8292,favipiravir colchicine could kill virus help avoid symptons,-2.0,negative
8293,case people spread covid pet risk animal spreading covid human low need abandon harm pet learn keeping pet safe http co g duiqxiwr http co gwyvlrsrjj,-5.0,negative
8294,uv ray kill coronavirus melaninabsorbs uv ray,-3.0,negative
8295,rt drharshvardhan covid update total new case reported last hour maharashtra alone contr,-2.0,negative
8296,photo show nurse insulting french president emmanuel macron,-2.0,negative
8297,finally india got coronavirus dashboard official website coronavirus update website updated every four hour scroll detail know coronavirus outbreak state placing finger state map,-2.0,negative
8298,people linked community cluster remain auckland quarantine facility includes people tested positive covid household contact,2.0,positive
8299,indiafightscorona past month case recovered le active effective implementation centre strategic graded test track treat approach led higher recovery lower fatality http co jmk sgk wi,0.0,neutral
8300,sars cov bacterial infection virus,-2.0,negative
8301,germany sent china bill billion damage caused economy due coronavirus,-3.0,negative
8302,last day raised testing capacity test per day lagos abuja capacity admit patient across several treatment centre nation right track win fight covid mbuhari covid nigeria http co ebmgkpwy l,2.0,positive
8303,photo show connection introduction radio wave internet technology novel coronavirus previous pandemic,2.0,positive
8304,coronavirus death france care facility,0.0,neutral
8305,video showing german converting islam large number,0.0,neutral
8306,daily update published new case test near record high set yesterday biggest milestone today day average covid death reported state fell http co ex mlr dq,-2.0,negative
8307,peterwa alexismadrigal think weekend brought pretty good news got make provisional good news back week see monday tuesday number,7.0,positive
8308,uk covid vaccine trial volunteer dr elisa granato dead,-3.0,negative
8309,rt iprnewsradio low positive testing rate good sign northern michigan http co nwhqduslqg,5.0,positive
8310,latest cdc covidview report show percentage people testing positive covid decreased nationally increased several region country http co tt xkc,3.0,positive
8311,microsoft c lewis common subject covid misinformation fact checker say coronacheck http co kihva r p coronavirusfacts datoscoronavirus image credit snopes http co zal ocqurz,-2.0,negative
8312,state reported fewer k new case today day average fell bit last week higher number seen lower number especially big state like ca tx http co zfxlgjivjj,3.0,positive
8313,news today coronavirus briefing held bloke holby city http co naqhpc b http co plt nedq,0.0,neutral
